instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id
django__django-11964,1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,3,2,1,2,2026-03-08T00:21:23.633634,claude-opus-4-6,anthropic,django__django-11964
django__django-11749,2,5,4,3,3,2,0,5,5,4,2,1,5,1,2,4,3,4,2,3,2026-03-08T00:21:17.992678,claude-opus-4-6,anthropic,django__django-11749
pydata__xarray-3095,1,5,4,3,3,2,0,5,5,5,2,2,5,1,2,3,3,3,3,3,2026-03-08T00:23:34.295247,claude-opus-4-6,anthropic,pydata__xarray-3095
sphinx-doc__sphinx-8120,1,5,4,3,3,4,0,4,5,5,3,2,5,1,2,2,4,1,2,3,2026-03-08T00:24:30.494069,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8120
scikit-learn__scikit-learn-14053,1,5,3,2,2,2,1,4,5,3,2,1,4,1,1,3,3,3,1,2,2026-03-08T00:24:08.407871,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14053
scikit-learn__scikit-learn-13779,2,5,3,2,2,2,1,5,5,4,1,1,4,1,1,3,3,2,1,2,2026-03-08T00:24:09.042284,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13779
psf__requests-1724,3,5,2,2,1,2,1,5,5,4,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:23:26.418588,claude-opus-4-6,anthropic,psf__requests-1724
django__django-12325,1,4,4,3,3,2,0,4,5,4,3,2,4,1,2,4,3,4,3,4,2026-03-08T00:21:35.560417,claude-opus-4-6,anthropic,django__django-12325
scikit-learn__scikit-learn-14141,2,4,2,1,1,1,1,4,3,4,1,1,3,1,1,1,1,1,1,1,2026-03-08T00:24:08.697864,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14141
matplotlib__matplotlib-26113,3,5,3,2,1,2,1,5,5,5,1,1,5,1,3,2,3,2,1,2,2026-03-08T00:23:25.359427,claude-opus-4-6,anthropic,matplotlib__matplotlib-26113
django__django-14434,3,3,4,2,3,3,0,4,2,4,2,1,2,1,2,2,3,1,2,3,2026-03-08T00:22:13.384072,claude-opus-4-6,anthropic,django__django-14434
sphinx-doc__sphinx-9320,1,5,3,2,2,2,1,4,5,5,1,1,4,1,1,2,3,2,2,2,2026-03-08T00:24:39.704152,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9320
pylint-dev__pylint-4604,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,3,3,2,3,2026-03-08T00:23:46.169436,claude-opus-4-6,anthropic,pylint-dev__pylint-4604
django__django-12276,3,5,3,2,2,2,1,4,3,5,1,1,4,1,2,3,2,3,1,2,2026-03-08T00:21:26.973510,claude-opus-4-6,anthropic,django__django-12276
django__django-10973,3,4,3,2,2,3,1,3,2,4,1,1,3,1,2,4,4,3,2,2,2026-03-08T00:21:02.359673,claude-opus-4-6,anthropic,django__django-10973
sympy__sympy-16886,3,5,1,1,1,1,1,5,4,5,1,1,5,1,1,3,2,3,1,1,2026-03-08T00:25:04.758734,claude-opus-4-6,anthropic,sympy__sympy-16886
matplotlib__matplotlib-22865,1,5,4,3,3,3,0,4,5,5,3,1,4,1,2,4,3,4,2,3,2026-03-08T00:23:13.866164,claude-opus-4-6,anthropic,matplotlib__matplotlib-22865
sphinx-doc__sphinx-8638,1,4,4,4,3,4,0,3,4,4,4,2,3,0,3,2,4,1,1,3,2026-03-08T00:24:35.366740,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8638
pytest-dev__pytest-10051,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,3,3,2,3,2026-03-08T00:23:49.538061,claude-opus-4-6,anthropic,pytest-dev__pytest-10051
scikit-learn__scikit-learn-13124,2,4,4,3,3,3,0,4,5,3,3,1,5,1,4,2,2,1,1,2,2026-03-08T00:24:05.875764,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13124
django__django-16429,3,5,3,2,1,2,1,5,5,5,1,1,5,1,1,4,3,4,1,2,2026-03-08T00:22:52.185510,claude-opus-4-6,anthropic,django__django-16429
django__django-11138,3,5,4,3,3,3,1,5,4,5,2,2,5,1,3,3,4,3,3,4,2026-03-08T00:21:00.989665,claude-opus-4-6,anthropic,django__django-11138
django__django-13410,3,5,2,1,1,3,1,5,3,5,1,1,5,1,2,3,3,3,2,1,2026-03-08T00:21:47.686292,claude-opus-4-6,anthropic,django__django-13410
django__django-16612,3,5,3,1,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,2026-03-08T00:22:57.936446,claude-opus-4-6,anthropic,django__django-16612
sympy__sympy-20428,2,5,4,3,3,3,0,5,5,5,3,2,5,1,2,1,2,1,1,3,2026-03-08T00:25:12.202190,claude-opus-4-6,anthropic,sympy__sympy-20428
django__django-14855,3,5,4,2,2,3,1,4,3,5,1,1,5,1,1,3,3,2,1,2,2026-03-08T00:22:23.656079,claude-opus-4-6,anthropic,django__django-14855
django__django-15252,2,4,4,3,2,3,1,4,3,4,2,2,4,1,3,3,4,2,2,3,2026-03-08T00:22:28.896602,claude-opus-4-6,anthropic,django__django-15252
django__django-11211,1,4,4,4,3,3,0,3,4,4,3,2,3,1,2,2,2,1,2,3,2026-03-08T00:21:10.416069,claude-opus-4-6,anthropic,django__django-11211
astropy__astropy-14309,2,5,3,2,2,2,1,5,5,4,1,1,5,1,2,1,1,2,1,2,2026-03-08T00:20:50.199658,claude-opus-4-6,anthropic,astropy__astropy-14309
django__django-13810,2,4,4,4,3,4,0,4,4,4,3,1,4,1,2,2,4,2,2,3,2026-03-08T00:21:58.182393,claude-opus-4-6,anthropic,django__django-13810
sympy__sympy-14531,1,4,4,3,2,2,1,4,5,5,2,2,4,1,3,3,2,3,2,3,2026-03-08T00:24:54.301492,claude-opus-4-6,anthropic,sympy__sympy-14531
django__django-13406,1,4,4,4,3,2,0,5,5,4,3,2,5,1,2,4,3,3,1,3,2026-03-08T00:21:45.506704,claude-opus-4-6,anthropic,django__django-13406
sympy__sympy-14248,1,5,4,3,2,2,1,5,5,4,3,3,4,1,2,4,2,3,4,4,2026-03-08T00:24:53.522114,claude-opus-4-6,anthropic,sympy__sympy-14248
django__django-14140,3,5,3,2,2,2,1,5,5,4,1,1,5,1,3,4,3,3,2,3,2026-03-08T00:22:07.879650,claude-opus-4-6,anthropic,django__django-14140
sympy__sympy-13974,1,5,4,3,3,2,0,4,5,5,2,1,4,1,2,4,2,3,4,3,2026-03-08T00:24:52.808160,claude-opus-4-6,anthropic,sympy__sympy-13974
sphinx-doc__sphinx-9711,2,5,2,2,1,2,1,5,5,5,1,1,5,1,2,3,3,3,2,2,2026-03-08T00:24:42.210196,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9711
sympy__sympy-19495,1,4,4,4,3,3,0,4,5,4,3,2,4,1,3,3,3,2,3,3,2026-03-08T00:25:07.422656,claude-opus-4-6,anthropic,sympy__sympy-19495
django__django-11179,3,4,4,2,2,2,1,4,3,5,1,1,4,1,2,2,3,1,1,3,2026-03-08T00:21:08.209086,claude-opus-4-6,anthropic,django__django-11179
sphinx-doc__sphinx-10466,3,5,3,1,1,2,1,4,3,4,1,1,4,1,2,3,3,3,1,2,2026-03-08T00:24:19.358943,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10466
django__django-16595,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:22:56.674140,claude-opus-4-6,anthropic,django__django-16595
sympy__sympy-13372,3,5,3,2,2,2,1,5,5,3,2,1,5,1,2,1,1,1,1,3,2026-03-08T00:24:47.269316,claude-opus-4-6,anthropic,sympy__sympy-13372
pydata__xarray-6599,1,4,4,3,3,2,0,5,5,5,2,1,5,1,2,2,2,2,2,3,2026-03-08T00:23:38.488119,claude-opus-4-6,anthropic,pydata__xarray-6599
django__django-15268,2,4,4,3,3,3,0,3,5,5,3,2,4,1,2,3,3,3,3,3,2026-03-08T00:22:31.173392,claude-opus-4-6,anthropic,django__django-15268
sphinx-doc__sphinx-8593,1,5,4,3,3,3,0,4,5,5,3,2,4,1,2,4,3,3,3,4,2026-03-08T00:24:29.791906,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8593
sympy__sympy-20916,1,4,4,3,3,2,0,4,3,5,2,1,3,1,2,4,2,4,1,1,2026-03-08T00:25:15.971516,claude-opus-4-6,anthropic,sympy__sympy-20916
sympy__sympy-21612,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,1,2,1,1,3,2026-03-08T00:25:15.878787,claude-opus-4-6,anthropic,sympy__sympy-21612
django__django-11790,1,4,4,3,2,2,1,4,3,4,2,1,4,1,2,3,2,3,1,2,2026-03-08T00:21:21.952676,claude-opus-4-6,anthropic,django__django-11790
pytest-dev__pytest-7205,3,5,3,1,1,2,1,5,5,4,1,1,5,1,1,3,3,2,1,1,2026-03-08T00:23:57.441069,claude-opus-4-6,anthropic,pytest-dev__pytest-7205
matplotlib__matplotlib-24026,1,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,1,3,3,2026-03-08T00:23:14.173584,claude-opus-4-6,anthropic,matplotlib__matplotlib-24026
sympy__sympy-15875,1,4,4,3,3,2,0,5,5,5,3,2,4,1,3,1,1,1,1,3,2026-03-08T00:24:59.047018,claude-opus-4-6,anthropic,sympy__sympy-15875
django__django-16901,1,5,4,4,4,3,0,5,5,5,3,2,4,1,3,2,3,2,2,3,2026-03-08T00:23:04.142861,claude-opus-4-6,anthropic,django__django-16901
django__django-11728,1,4,3,2,2,2,1,4,4,4,2,1,4,1,2,4,2,3,3,2,2026-03-08T00:21:14.947095,claude-opus-4-6,anthropic,django__django-11728
