instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
psf__requests-5414,2,5,3,2,1,2,1,5,5,5,1,1,5,1,1,2,2,2,1,2,2026-03-08T00:23:34.041986,claude-opus-4-6,anthropic,psf__requests-5414,4,5,2,2,1,4,3,2
psf__requests-1142,1,3,4,3,2,3,1,3,3,4,2,1,3,1,3,2,1,2,2,2,2026-03-08T00:23:27.590743,claude-opus-4-6,anthropic,psf__requests-1142,5,5,2,2,1,3,2,2
sphinx-doc__sphinx-9602,1,4,4,3,3,3,0,4,5,4,3,2,5,1,2,3,4,3,3,4,2026-03-08T00:24:41.137145,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9602,4,4,3,2,2,4,4,4
matplotlib__matplotlib-25122,3,5,3,1,1,1,1,5,5,5,1,1,5,1,2,3,3,2,1,2,2026-03-08T00:23:26.197626,claude-opus-4-6,anthropic,matplotlib__matplotlib-25122,4,5,2,2,2,4,4,4
django__django-14053,1,5,4,3,3,3,0,5,5,5,2,1,5,1,3,2,2,1,3,3,2026-03-08T00:22:06.553123,claude-opus-4-6,anthropic,django__django-14053,4,5,3,2,2,4,3,4
django__django-12304,3,5,3,1,1,2,1,4,4,5,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:21:28.777803,claude-opus-4-6,anthropic,django__django-12304,4,5,2,2,1,4,3,4
django__django-12754,2,5,4,3,3,3,0,5,5,5,3,2,4,1,3,2,3,1,3,4,2026-03-08T00:21:34.998920,claude-opus-4-6,anthropic,django__django-12754,4,4,3,2,2,4,2,4
sphinx-doc__sphinx-7889,1,4,4,2,3,3,0,4,5,3,2,1,4,1,1,2,2,2,1,1,2026-03-08T00:24:25.709985,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7889,4,4,2,2,2,4,4,3
django__django-11206,2,5,3,3,3,2,0,5,5,5,2,1,5,1,2,2,2,2,2,2,2026-03-08T00:21:04.455137,claude-opus-4-6,anthropic,django__django-11206,4,5,2,2,1,4,2,4
sphinx-doc__sphinx-8551,1,5,4,3,3,3,0,5,5,4,3,2,5,1,2,3,4,2,2,3,2026-03-08T00:24:31.820899,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8551,4,4,3,2,2,4,3,4
django__django-13112,1,4,4,3,3,3,0,5,4,4,3,2,4,1,2,3,3,2,2,3,2026-03-08T00:21:37.841779,claude-opus-4-6,anthropic,django__django-13112,4,4,4,2,2,5,2,5
sympy__sympy-24539,2,5,3,2,1,1,1,5,5,4,1,1,5,1,1,3,2,2,1,1,2026-03-08T00:25:26.057580,claude-opus-4-6,anthropic,sympy__sympy-24539,5,5,2,2,1,4,2,4
django__django-16255,3,5,3,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,1,1,2026-03-08T00:22:51.086004,claude-opus-4-6,anthropic,django__django-16255,4,5,2,2,2,4,2,5
django__django-14792,2,4,4,3,3,3,0,5,4,5,2,2,5,1,3,4,2,3,2,3,2026-03-08T00:22:19.360442,claude-opus-4-6,anthropic,django__django-14792,4,5,3,3,2,4,4,4
matplotlib__matplotlib-24637,2,5,4,2,2,3,1,4,5,4,2,1,5,1,1,2,3,1,1,2,2026-03-08T00:23:16.196871,claude-opus-4-6,anthropic,matplotlib__matplotlib-24637,4,5,2,3,3,4,4,4
pydata__xarray-4966,3,5,4,3,3,3,1,5,5,5,2,1,5,1,3,4,3,3,2,2,2026-03-08T00:23:38.446936,claude-opus-4-6,anthropic,pydata__xarray-4966,4,5,2,2,1,4,4,2
pydata__xarray-6721,2,4,4,3,3,3,0,5,4,3,2,2,5,1,2,2,3,2,1,3,2026-03-08T00:23:43.273384,claude-opus-4-6,anthropic,pydata__xarray-6721,4,5,2,2,1,4,4,3
django__django-13807,3,5,3,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,2,2,2026-03-08T00:21:57.644755,claude-opus-4-6,anthropic,django__django-13807,4,5,2,2,2,4,3,4
matplotlib__matplotlib-26466,2,5,3,2,1,2,1,4,5,5,1,1,5,1,2,2,3,2,2,3,2026-03-08T00:23:29.199563,claude-opus-4-6,anthropic,matplotlib__matplotlib-26466,4,5,2,3,3,4,4,4
matplotlib__matplotlib-20859,3,5,3,1,1,1,1,5,5,5,1,1,5,1,2,1,2,1,1,2,2026-03-08T00:23:10.432618,claude-opus-4-6,anthropic,matplotlib__matplotlib-20859,5,5,2,2,1,4,4,4
sphinx-doc__sphinx-8269,2,5,3,2,2,3,1,5,5,5,2,1,5,1,2,2,4,2,1,2,2026-03-08T00:24:38.515621,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8269,4,5,2,2,2,4,3,3
astropy__astropy-13033,1,5,3,2,2,2,1,5,5,3,2,1,5,1,1,2,3,2,2,2,2026-03-08T00:20:54.482371,claude-opus-4-6,anthropic,astropy__astropy-13033,4,4,2,3,2,4,4,4
django__django-16263,2,4,5,4,3,4,0,3,4,4,4,3,3,0,3,3,3,3,5,5,2026-03-08T00:22:52.253279,claude-opus-4-6,anthropic,django__django-16263,4,4,4,2,2,4,3,5
django__django-11119,3,5,4,2,1,2,1,4,3,5,1,1,4,1,2,1,1,1,1,2,2026-03-08T00:21:01.228556,claude-opus-4-6,anthropic,django__django-11119,5,5,2,2,1,4,3,5
pydata__xarray-7393,1,5,4,3,3,2,0,4,5,5,3,2,5,1,3,2,2,2,2,3,2026-03-08T00:23:44.897675,claude-opus-4-6,anthropic,pydata__xarray-7393,4,5,3,2,1,4,3,2
mwaskom__seaborn-3187,3,5,4,2,3,3,0,4,5,4,2,1,5,1,2,2,2,1,2,3,2026-03-08T00:23:28.020656,claude-opus-4-6,anthropic,mwaskom__seaborn-3187,4,4,3,2,2,4,3,2
pytest-dev__pytest-5262,2,5,3,2,2,2,1,5,5,4,1,1,5,1,2,1,1,1,1,2,2026-03-08T00:23:51.850091,claude-opus-4-6,anthropic,pytest-dev__pytest-5262,4,5,2,2,1,5,3,2
pytest-dev__pytest-7571,1,5,4,3,2,2,1,4,5,5,2,1,4,1,2,3,3,3,2,3,2026-03-08T00:23:58.745784,claude-opus-4-6,anthropic,pytest-dev__pytest-7571,4,5,2,2,2,4,3,2
astropy__astropy-14369,1,5,4,3,3,2,0,5,5,4,3,1,5,1,2,3,2,3,2,3,2026-03-08T00:20:52.107698,claude-opus-4-6,anthropic,astropy__astropy-14369,4,5,3,2,2,4,4,3
sphinx-doc__sphinx-8475,3,5,3,1,1,3,1,4,4,5,1,1,4,1,1,2,4,2,1,2,2026-03-08T00:24:29.651559,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8475,5,5,2,2,2,4,3,3
django__django-15731,3,5,3,1,1,2,1,5,5,5,1,1,5,1,2,2,1,1,1,2,2026-03-08T00:22:41.597531,claude-opus-4-6,anthropic,django__django-15731,5,5,2,2,1,4,3,4
pytest-dev__pytest-5809,3,5,2,1,1,2,1,4,4,5,1,1,5,1,1,2,3,1,1,1,2026-03-08T00:23:54.509883,claude-opus-4-6,anthropic,pytest-dev__pytest-5809,4,5,2,2,1,4,3,2
django__django-12774,2,5,4,3,2,2,1,5,5,4,1,1,5,1,2,4,3,4,2,3,2026-03-08T00:21:34.646851,claude-opus-4-6,anthropic,django__django-12774,4,5,2,2,1,4,3,4
scikit-learn__scikit-learn-13328,2,5,3,2,1,2,1,5,5,5,1,1,5,1,1,1,1,1,1,1,2026-03-08T00:24:07.184908,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13328,4,5,2,2,2,4,3,3
sympy__sympy-19637,1,4,3,3,2,2,1,5,5,3,2,1,4,1,1,2,2,2,2,2,2026-03-08T00:25:07.906812,claude-opus-4-6,anthropic,sympy__sympy-19637,5,5,2,2,1,4,2,4
django__django-14376,3,5,3,1,1,2,1,4,4,5,1,1,5,1,2,4,3,3,2,2,2026-03-08T00:22:08.662653,claude-opus-4-6,anthropic,django__django-14376,4,5,2,3,2,4,4,4
scikit-learn__scikit-learn-14496,3,5,2,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,2,2,2026-03-08T00:24:11.250990,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14496,4,5,2,2,2,4,2,3
django__django-12308,3,5,4,2,2,2,1,4,3,5,1,1,4,1,2,4,2,4,2,3,2026-03-08T00:21:34.215339,claude-opus-4-6,anthropic,django__django-12308,4,5,2,2,2,4,2,4
sympy__sympy-24562,1,4,4,3,2,2,0,4,5,5,2,1,4,1,2,3,2,3,3,3,2026-03-08T00:25:23.880463,claude-opus-4-6,anthropic,sympy__sympy-24562,5,5,2,2,1,4,2,4
astropy__astropy-12907,0,5,4,4,3,2,0,4,5,5,3,1,4,1,2,4,3,4,1,3,2026-03-08T00:20:49.996845,claude-opus-4-6,anthropic,astropy__astropy-12907,4,5,2,2,2,4,4,3
pydata__xarray-4356,3,5,3,2,2,2,1,4,5,4,1,1,5,1,2,4,3,3,1,2,2026-03-08T00:23:36.025057,claude-opus-4-6,anthropic,pydata__xarray-4356,4,5,2,2,2,4,3,2
django__django-11820,2,4,4,3,2,2,0,5,4,4,2,1,4,1,2,3,2,3,3,3,2026-03-08T00:21:21.930611,claude-opus-4-6,anthropic,django__django-11820,4,5,2,2,2,4,3,4
django__django-15863,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,1,2,1,2,2026-03-08T00:22:41.903574,claude-opus-4-6,anthropic,django__django-15863,4,5,2,2,1,4,3,4
django__django-14771,2,4,4,3,3,3,1,4,5,4,2,1,4,1,2,3,4,2,2,2,2026-03-08T00:22:19.852451,claude-opus-4-6,anthropic,django__django-14771,4,4,2,2,1,4,3,4
django__django-11066,3,5,3,2,2,3,1,5,3,5,1,1,5,1,1,3,4,2,1,3,2026-03-08T00:20:59.946367,claude-opus-4-6,anthropic,django__django-11066,5,5,2,2,1,4,3,4
pydata__xarray-3305,1,5,3,2,1,1,1,4,5,5,2,1,5,1,2,3,3,2,2,3,2026-03-08T00:23:36.286515,claude-opus-4-6,anthropic,pydata__xarray-3305,4,5,2,2,1,4,2,2
matplotlib__matplotlib-23412,1,4,4,3,3,3,0,4,5,5,2,1,5,1,2,2,3,1,1,2,2026-03-08T00:23:14.782476,claude-opus-4-6,anthropic,matplotlib__matplotlib-23412,5,5,2,3,3,4,4,4
scikit-learn__scikit-learn-14087,1,5,4,3,3,2,0,5,5,3,2,1,5,1,2,4,3,3,3,3,2026-03-08T00:24:08.892974,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14087,4,5,3,2,2,4,3,3
django__django-15930,1,4,4,4,3,3,0,5,5,4,3,2,4,1,2,2,2,2,2,3,2026-03-08T00:22:45.855636,claude-opus-4-6,anthropic,django__django-15930,4,4,3,2,2,4,3,4
django__django-12125,1,5,4,3,3,3,0,5,5,5,2,1,4,1,2,3,3,2,1,2,2026-03-08T00:21:23.889955,claude-opus-4-6,anthropic,django__django-12125,4,4,3,2,1,4,3,4
scikit-learn__scikit-learn-15100,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,2,4,2,1,2026-03-08T00:24:11.970286,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-15100,4,5,2,2,2,4,4,3
sphinx-doc__sphinx-8265,1,5,4,3,3,3,0,4,4,5,3,2,4,1,2,1,1,1,3,3,2026-03-08T00:24:29.711211,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8265,4,4,3,2,1,4,3,3
django__django-11532,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,4,2,2,3,2026-03-08T00:21:12.662991,claude-opus-4-6,anthropic,django__django-11532,4,5,2,2,1,4,3,4
django__django-11477,0,2,4,4,3,3,0,2,2,3,3,1,2,1,2,4,3,3,1,3,2026-03-08T00:21:12.270531,claude-opus-4-6,anthropic,django__django-11477,4,4,3,2,2,4,3,4
django__django-9296,3,5,2,1,1,1,1,4,4,5,1,1,5,1,2,2,3,1,1,1,2026-03-08T00:23:06.056187,claude-opus-4-6,anthropic,django__django-9296,5,5,2,2,1,4,3,4
sphinx-doc__sphinx-8459,1,5,4,3,3,3,0,4,5,5,3,2,5,1,2,2,3,1,1,3,2026-03-08T00:24:30.530315,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8459,4,5,3,2,2,4,4,3
sympy__sympy-14711,2,5,3,2,2,2,1,5,5,3,1,1,4,1,2,1,1,2,1,1,2026-03-08T00:24:55.290326,claude-opus-4-6,anthropic,sympy__sympy-14711,4,5,2,2,1,3,2,4
sympy__sympy-18698,1,4,4,4,3,2,0,4,5,4,3,1,3,1,3,2,2,2,3,3,2026-03-08T00:25:04.233030,claude-opus-4-6,anthropic,sympy__sympy-18698,4,4,3,2,1,4,2,3
django__django-16560,2,4,3,2,2,2,1,3,3,4,1,3,3,1,2,5,3,4,2,3,2026-03-08T00:22:55.898872,claude-opus-4-6,anthropic,django__django-16560,4,4,2,2,1,5,3,4
scikit-learn__scikit-learn-26323,2,5,4,3,3,2,0,4,5,5,2,1,5,1,2,3,3,2,1,2,2026-03-08T00:24:18.986940,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-26323,4,5,2,2,2,4,4,3
django__django-11163,3,5,3,2,1,2,1,5,4,5,1,1,5,1,3,4,2,3,1,2,2026-03-08T00:21:02.586950,claude-opus-4-6,anthropic,django__django-11163,5,5,2,2,1,4,3,4
scikit-learn__scikit-learn-14710,3,5,4,2,2,2,1,5,5,4,1,1,5,1,2,2,1,2,2,3,2026-03-08T00:24:11.697304,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14710,4,5,2,3,3,4,4,3
django__django-13670,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,3,2,3,1,1,2026-03-08T00:21:56.196457,claude-opus-4-6,anthropic,django__django-13670,5,5,1,2,1,4,3,4
django__django-13109,3,5,4,2,2,2,1,4,5,5,1,1,5,1,3,4,3,3,1,3,2026-03-08T00:21:39.487298,claude-opus-4-6,anthropic,django__django-13109,4,5,3,2,2,5,3,4
astropy__astropy-14539,1,5,4,3,3,2,0,4,5,5,3,2,5,1,2,3,3,2,1,2,2026-03-08T00:20:50.465981,claude-opus-4-6,anthropic,astropy__astropy-14539,4,5,2,3,2,4,4,4
sphinx-doc__sphinx-9658,1,4,4,3,3,3,0,4,4,5,3,2,4,1,2,2,3,1,2,3,2026-03-08T00:24:43.083887,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9658,4,5,3,2,2,5,4,3
django__django-15161,3,4,4,2,2,2,1,3,3,4,2,2,3,1,2,3,3,3,1,2,2026-03-08T00:22:27.768673,claude-opus-4-6,anthropic,django__django-15161,4,4,2,2,1,4,3,4
sympy__sympy-13647,1,5,4,3,2,2,0,4,5,4,2,1,5,1,2,2,2,2,1,2,2026-03-08T00:24:50.134983,claude-opus-4-6,anthropic,sympy__sympy-13647,4,5,3,2,1,4,2,3
django__django-11964,1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,3,2,1,2,2026-03-08T00:21:23.633634,claude-opus-4-6,anthropic,django__django-11964,4,4,3,2,2,4,3,4
django__django-11749,2,5,4,3,3,2,0,5,5,4,2,1,5,1,2,4,3,4,2,3,2026-03-08T00:21:17.992678,claude-opus-4-6,anthropic,django__django-11749,4,5,3,2,2,4,3,4
pydata__xarray-3095,1,5,4,3,3,2,0,5,5,5,2,2,5,1,2,3,3,3,3,3,2026-03-08T00:23:34.295247,claude-opus-4-6,anthropic,pydata__xarray-3095,4,5,2,2,1,4,2,2
sphinx-doc__sphinx-8120,1,5,4,3,3,4,0,4,5,5,3,2,5,1,2,2,4,1,2,3,2026-03-08T00:24:30.494069,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8120,4,4,3,2,2,4,3,3
scikit-learn__scikit-learn-14053,1,5,3,2,2,2,1,4,5,3,2,1,4,1,1,3,3,3,1,2,2026-03-08T00:24:08.407871,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14053,5,5,2,2,2,4,4,3
scikit-learn__scikit-learn-13779,2,5,3,2,2,2,1,5,5,4,1,1,4,1,1,3,3,2,1,2,2026-03-08T00:24:09.042284,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13779,4,5,2,3,2,4,4,3
psf__requests-1724,3,5,2,2,1,2,1,5,5,4,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:23:26.418588,claude-opus-4-6,anthropic,psf__requests-1724,4,5,2,2,2,4,2,2
django__django-12325,1,4,4,3,3,2,0,4,5,4,3,2,4,1,2,4,3,4,3,4,2026-03-08T00:21:35.560417,claude-opus-4-6,anthropic,django__django-12325,4,4,4,2,2,4,3,4
scikit-learn__scikit-learn-14141,2,4,2,1,1,1,1,4,3,4,1,1,3,1,1,1,1,1,1,1,2026-03-08T00:24:08.697864,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14141,4,5,2,2,1,4,3,3
matplotlib__matplotlib-26113,3,5,3,2,1,2,1,5,5,5,1,1,5,1,3,2,3,2,1,2,2026-03-08T00:23:25.359427,claude-opus-4-6,anthropic,matplotlib__matplotlib-26113,4,5,2,3,3,4,4,5
django__django-14434,3,3,4,2,3,3,0,4,2,4,2,1,2,1,2,2,3,1,2,3,2026-03-08T00:22:13.384072,claude-opus-4-6,anthropic,django__django-14434,4,4,3,2,2,4,3,4
sphinx-doc__sphinx-9320,1,5,3,2,2,2,1,4,5,5,1,1,4,1,1,2,3,2,2,2,2026-03-08T00:24:39.704152,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9320,5,5,2,2,1,4,3,3
pylint-dev__pylint-4604,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,3,3,2,3,2026-03-08T00:23:46.169436,claude-opus-4-6,anthropic,pylint-dev__pylint-4604,4,4,3,2,2,4,3,3
django__django-12276,3,5,3,2,2,2,1,4,3,5,1,1,4,1,2,3,2,3,1,2,2026-03-08T00:21:26.973510,claude-opus-4-6,anthropic,django__django-12276,4,5,2,2,1,4,3,5
django__django-10973,3,4,3,2,2,3,1,3,2,4,1,1,3,1,2,4,4,3,2,2,2026-03-08T00:21:02.359673,claude-opus-4-6,anthropic,django__django-10973,4,5,2,2,1,4,3,4
sympy__sympy-16886,3,5,1,1,1,1,1,5,4,5,1,1,5,1,1,3,2,3,1,1,2026-03-08T00:25:04.758734,claude-opus-4-6,anthropic,sympy__sympy-16886,5,5,1,2,1,4,2,3
matplotlib__matplotlib-22865,1,5,4,3,3,3,0,4,5,5,3,1,4,1,2,4,3,4,2,3,2026-03-08T00:23:13.866164,claude-opus-4-6,anthropic,matplotlib__matplotlib-22865,4,5,2,3,3,5,4,4
sphinx-doc__sphinx-8638,1,4,4,4,3,4,0,3,4,4,4,2,3,0,3,2,4,1,1,3,2026-03-08T00:24:35.366740,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8638,4,4,3,2,2,4,3,3
pytest-dev__pytest-10051,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,3,3,2,3,2026-03-08T00:23:49.538061,claude-opus-4-6,anthropic,pytest-dev__pytest-10051,4,5,2,2,1,4,3,2
scikit-learn__scikit-learn-13124,2,4,4,3,3,3,0,4,5,3,3,1,5,1,4,2,2,1,1,2,2026-03-08T00:24:05.875764,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13124,4,5,3,2,2,4,4,4
django__django-16429,3,5,3,2,1,2,1,5,5,5,1,1,5,1,1,4,3,4,1,2,2026-03-08T00:22:52.185510,claude-opus-4-6,anthropic,django__django-16429,5,5,2,2,1,4,3,4
django__django-11138,3,5,4,3,3,3,1,5,4,5,2,2,5,1,3,3,4,3,3,4,2026-03-08T00:21:00.989665,claude-opus-4-6,anthropic,django__django-11138,4,5,3,3,2,4,3,4
django__django-13410,3,5,2,1,1,3,1,5,3,5,1,1,5,1,2,3,3,3,2,1,2026-03-08T00:21:47.686292,claude-opus-4-6,anthropic,django__django-13410,5,5,2,2,1,3,3,4
django__django-16612,3,5,3,1,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,2026-03-08T00:22:57.936446,claude-opus-4-6,anthropic,django__django-16612,4,5,2,2,1,5,3,4
sympy__sympy-20428,2,5,4,3,3,3,0,5,5,5,3,2,5,1,2,1,2,1,1,3,2026-03-08T00:25:12.202190,claude-opus-4-6,anthropic,sympy__sympy-20428,4,5,3,2,2,3,2,4
django__django-14855,3,5,4,2,2,3,1,4,3,5,1,1,5,1,1,3,3,2,1,2,2026-03-08T00:22:23.656079,claude-opus-4-6,anthropic,django__django-14855,5,4,2,2,1,4,4,4
django__django-15252,2,4,4,3,2,3,1,4,3,4,2,2,4,1,3,3,4,2,2,3,2026-03-08T00:22:28.896602,claude-opus-4-6,anthropic,django__django-15252,4,4,3,2,1,4,3,4
django__django-11211,1,4,4,4,3,3,0,3,4,4,3,2,3,1,2,2,2,1,2,3,2026-03-08T00:21:10.416069,claude-opus-4-6,anthropic,django__django-11211,4,5,3,2,1,5,2,4
astropy__astropy-14309,2,5,3,2,2,2,1,5,5,4,1,1,5,1,2,1,1,2,1,2,2026-03-08T00:20:50.199658,claude-opus-4-6,anthropic,astropy__astropy-14309,4,5,2,3,2,4,4,3
django__django-13810,2,4,4,4,3,4,0,4,4,4,3,1,4,1,2,2,4,2,2,3,2026-03-08T00:21:58.182393,claude-opus-4-6,anthropic,django__django-13810,4,5,3,2,2,4,3,5
sympy__sympy-14531,1,4,4,3,2,2,1,4,5,5,2,2,4,1,3,3,2,3,2,3,2026-03-08T00:24:54.301492,claude-opus-4-6,anthropic,sympy__sympy-14531,4,5,2,2,1,3,3,4
django__django-13406,1,4,4,4,3,2,0,5,5,4,3,2,5,1,2,4,3,3,1,3,2026-03-08T00:21:45.506704,claude-opus-4-6,anthropic,django__django-13406,4,4,3,2,1,5,3,4
sympy__sympy-14248,1,5,4,3,2,2,1,5,5,4,3,3,4,1,2,4,2,3,4,4,2026-03-08T00:24:53.522114,claude-opus-4-6,anthropic,sympy__sympy-14248,4,4,2,2,1,3,2,4
django__django-14140,3,5,3,2,2,2,1,5,5,4,1,1,5,1,3,4,3,3,2,3,2026-03-08T00:22:07.879650,claude-opus-4-6,anthropic,django__django-14140,4,5,2,2,2,4,3,4
sympy__sympy-13974,1,5,4,3,3,2,0,4,5,5,2,1,4,1,2,4,2,3,4,3,2026-03-08T00:24:52.808160,claude-opus-4-6,anthropic,sympy__sympy-13974,4,5,2,2,1,3,2,4
sphinx-doc__sphinx-9711,2,5,2,2,1,2,1,5,5,5,1,1,5,1,2,3,3,3,2,2,2026-03-08T00:24:42.210196,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9711,4,5,2,2,2,4,3,3
sympy__sympy-19495,1,4,4,4,3,3,0,4,5,4,3,2,4,1,3,3,3,2,3,3,2026-03-08T00:25:07.422656,claude-opus-4-6,anthropic,sympy__sympy-19495,4,4,2,2,1,4,2,3
django__django-11179,3,4,4,2,2,2,1,4,3,5,1,1,4,1,2,2,3,1,1,3,2026-03-08T00:21:08.209086,claude-opus-4-6,anthropic,django__django-11179,5,5,3,2,2,4,2,4
sphinx-doc__sphinx-10466,3,5,3,1,1,2,1,4,3,4,1,1,4,1,2,3,3,3,1,2,2026-03-08T00:24:19.358943,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10466,4,5,2,2,2,4,3,3
django__django-16595,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:22:56.674140,claude-opus-4-6,anthropic,django__django-16595,4,5,3,2,1,5,2,4
sympy__sympy-13372,3,5,3,2,2,2,1,5,5,3,2,1,5,1,2,1,1,1,1,3,2026-03-08T00:24:47.269316,claude-opus-4-6,anthropic,sympy__sympy-13372,4,5,2,2,2,3,2,4
pydata__xarray-6599,1,4,4,3,3,2,0,5,5,5,2,1,5,1,2,2,2,2,2,3,2026-03-08T00:23:38.488119,claude-opus-4-6,anthropic,pydata__xarray-6599,4,5,2,2,1,4,3,2
django__django-15268,2,4,4,3,3,3,0,3,5,5,3,2,4,1,2,3,3,3,3,3,2026-03-08T00:22:31.173392,claude-opus-4-6,anthropic,django__django-15268,4,4,2,2,2,5,3,4
sphinx-doc__sphinx-8593,1,5,4,3,3,3,0,4,5,5,3,2,4,1,2,4,3,3,3,4,2026-03-08T00:24:29.791906,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8593,4,4,3,2,1,4,4,4
sympy__sympy-20916,1,4,4,3,3,2,0,4,3,5,2,1,3,1,2,4,2,4,1,1,2026-03-08T00:25:15.971516,claude-opus-4-6,anthropic,sympy__sympy-20916,4,4,2,2,1,4,2,3
sympy__sympy-21612,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,1,2,1,1,3,2026-03-08T00:25:15.878787,claude-opus-4-6,anthropic,sympy__sympy-21612,4,5,2,2,2,4,3,4
django__django-11790,1,4,4,3,2,2,1,4,3,4,2,1,4,1,2,3,2,3,1,2,2026-03-08T00:21:21.952676,claude-opus-4-6,anthropic,django__django-11790,4,5,2,2,1,4,3,4
pytest-dev__pytest-7205,3,5,3,1,1,2,1,5,5,4,1,1,5,1,1,3,3,2,1,1,2026-03-08T00:23:57.441069,claude-opus-4-6,anthropic,pytest-dev__pytest-7205,4,5,2,2,1,5,3,2
matplotlib__matplotlib-24026,1,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,1,3,3,2026-03-08T00:23:14.173584,claude-opus-4-6,anthropic,matplotlib__matplotlib-24026,4,5,2,3,2,4,4,4
sympy__sympy-15875,1,4,4,3,3,2,0,5,5,5,3,2,4,1,3,1,1,1,1,3,2026-03-08T00:24:59.047018,claude-opus-4-6,anthropic,sympy__sympy-15875,4,4,3,2,1,4,2,3
django__django-16901,1,5,4,4,4,3,0,5,5,5,3,2,4,1,3,2,3,2,2,3,2026-03-08T00:23:04.142861,claude-opus-4-6,anthropic,django__django-16901,4,5,2,2,2,4,3,4
django__django-11728,1,4,3,2,2,2,1,4,4,4,2,1,4,1,2,4,2,3,3,2,2026-03-08T00:21:14.947095,claude-opus-4-6,anthropic,django__django-11728,4,5,2,2,2,4,3,4
